#Data spectrum
#Wavelength(microns)	fp/fs	error	width_bin(microns)
1.664654000000000078e+00 4.107789817712459413e-04 5.638544972275352676e-05
1.681560999999999861e+00 4.761864654058469153e-04 5.271177066671015325e-05
1.698639999999999928e+00 4.441809780755846815e-04 6.046251424877450921e-05
1.715892499999999821e+00 3.852316118063850523e-04 1.080900746443204998e-04
1.733319999999999972e+00 3.550849145784372657e-04 5.767889627043494333e-05
1.750924499999999995e+00 4.082285129080182040e-04 6.397587155804296375e-05
1.768707999999999947e+00 4.627293943886923795e-04 5.866023880394885542e-05
1.786671999999999816e+00 3.701733434007994494e-04 6.694110258479747666e-05
1.804818500000000103e+00 6.232099721825346732e-04 6.160011154269652675e-05
1.823149499999999978e+00 4.805730259255711870e-04 6.312842244133414751e-05
1.841666500000000095e+00 5.130381469602113102e-04 9.574750834862493030e-05
1.860371500000000067e+00 5.279571844908361421e-04 6.514095167696130602e-05
1.879266499999999951e+00 4.718307674464493405e-04 6.768518107240118647e-05
1.898353500000000027e+00 4.395762789908900224e-04 6.681740640433483458e-05
1.917634000000000061e+00 4.605346090124358784e-04 8.489412914976734136e-05
1.937110499999999957e+00 3.333723839840276992e-04 7.031607321331756553e-05
1.956784999999999997e+00 4.495964369782790514e-04 7.099026018190506969e-05
1.976659500000000014e+00 3.442838956650578781e-04 7.194558906583170663e-05
1.996735499999999996e+00 4.178961126598917356e-04 7.311247926665469720e-05
2.017015500000000294e+00 3.252241551389245902e-04 7.402795942292828501e-05
2.037501500000000298e+00 5.007989851817725314e-04 6.862148407214276827e-05
2.058195500000000067e+00 3.742913008220845935e-04 6.627734866392832511e-05
2.079100000000000392e+00 6.319253968222300014e-04 7.782806931681127073e-05
2.100216500000000153e+00 7.208015057552482003e-04 7.221273966265066011e-05
2.121547500000000142e+00 6.012585417222869513e-04 8.077436601233107583e-05
2.143094999999999750e+00 5.888013601691522228e-04 1.764128044956915584e-04
2.164861499999999772e+00 7.606461416259351765e-04 8.595227917901595758e-05
2.186849000000000043e+00 6.559313897252726754e-04 7.760775001009521219e-05
2.209059499999999954e+00 7.021909749868079746e-04 8.819343328445302201e-05
2.231495999999999924e+00 6.759933644750361478e-04 1.758617869036821642e-04
2.254160500000000233e+00 8.073736459491259038e-04 2.143830541991766244e-04
2.277054999999999829e+00 6.257006408497094293e-04 8.421148218803396453e-05
2.300181999999999949e+00 8.574567624051546719e-04 8.647203599946437697e-05
2.323544000000000054e+00 8.244421840988438001e-04 8.820391415639920176e-05
2.347143500000000049e+00 6.183250881876173376e-04 9.017821398761880587e-05
2.370982500000000215e+00 6.792588285101001195e-04 9.224930590874658013e-05
2.395063500000000012e+00 9.200354678471970010e-04 9.446486018373397020e-05
2.419389500000000304e+00 3.375937562018803211e-04 1.000523613395537477e-04
2.443962500000000038e+00 6.606110514898453408e-04 9.886584340878265629e-05
2.468784499999999937e+00 8.879988519857105831e-04 9.331806845742069800e-05
2.493858499999999978e+00 8.991842796252832440e-04 3.128760522249729534e-04
2.519187500000000135e+00 9.048596494799214952e-04 1.067937541126641519e-04
2.544773999999999869e+00 5.384172847227210049e-04 1.016351807388437845e-04
