#Data spectrum
#Wavelength(microns)	width_bin(microns)	fp/fs(ppm)	error	(ppm)
9.645715000000000261e-01 4.873499999999975074e-03 8.963553648678177410e+01 6.573241289477221017e+01
9.743680000000000119e-01 4.923000000000010701e-03 4.313920303296568903e+01 5.203270751270369487e+01
9.842640000000000278e-01 4.973000000000005194e-03 5.550574534043072106e+01 4.327384790062464504e+01
9.942610000000000614e-01 5.023999999999972932e-03 4.822836530649029640e+01 5.324489279160813027e+01
1.004359500000000072e+00 5.074499999999981803e-03 6.206777514776801041e+01 4.340575984225471018e+01
1.014559999999999906e+00 5.126000000000074941e-03 5.988730231215154021e+01 4.245052806876564233e+01
1.024864500000000067e+00 5.178499999999974790e-03 4.794481656603096553e+01 4.081127391785216219e+01
1.035274000000000028e+00 5.230999999999985661e-03 5.531925244325830704e+01 5.120281140022426314e+01
1.045788500000000010e+00 5.283499999999996533e-03 1.176581840275999866e+02 4.579307648262176400e+01
1.056410000000000071e+00 5.337999999999953893e-03 2.781636679689804481e+01 3.191848922083135420e+01
1.067139999999999977e+00 5.392000000000063409e-03 7.579867241327501404e+01 4.212823059192096764e+01
1.077978499999999951e+00 5.446500000000020769e-03 5.233935663922164139e+01 3.723091346779266075e+01
1.088926999999999978e+00 5.502000000000006885e-03 1.142023568980000050e+02 4.627298100455797680e+01
1.099986499999999978e+00 5.557499999999993001e-03 7.093708978389437902e+01 4.275692132898788600e+01
1.111158500000000160e+00 5.614499999999966739e-03 4.543829843384420286e+01 3.646721359327589340e+01
1.122443999999999997e+00 5.670999999999981611e-03 9.866210714684251570e+01 4.352258100577574851e+01
1.133843999999999852e+00 5.728999999999984105e-03 1.183094235094000055e+02 4.296905513114373321e+01
1.145359999999999934e+00 5.786999999999986599e-03 1.345828696494000098e+02 5.392272142464705809e+01
1.156992999999999938e+00 5.846000000000017849e-03 1.157181428112000106e+02 4.164218119624499082e+01
1.168744499999999853e+00 5.905500000000007965e-03 6.776481209767312919e+01 4.210388366280808015e+01
1.180614999999999970e+00 5.964999999999998082e-03 1.174341731385000003e+02 4.250323442606935487e+01
1.192606000000000055e+00 6.025999999999975820e-03 1.580234344460999978e+02 5.580037175963547469e+01
1.204718999999999873e+00 6.087000000000064581e-03 9.539642582258896653e+01 4.471413731797692748e+01
1.216954499999999939e+00 6.148500000000001187e-03 1.037021601432000040e+02 4.435867738059484822e+01
1.229314500000000088e+00 6.211499999999925414e-03 8.449371752911407896e+01 4.069952497178963569e+01
1.241800500000000085e+00 6.274500000000071687e-03 1.834647905581000202e+02 3.710138282311482527e+01
1.254413000000000000e+00 6.337999999999954781e-03 1.977621477888000072e+02 4.619519918328386865e+01
1.267153500000000044e+00 6.402499999999977653e-03 1.844339850339000009e+02 4.002449053782601140e+01
1.280023499999999981e+00 6.467500000000070415e-03 1.825588251002000106e+02 3.948376067757518371e+01
1.293023999999999951e+00 6.533000000000011021e-03 1.499163340727000104e+02 4.158399196540023723e+01
1.306156500000000165e+00 6.599499999999980382e-03 2.299729376770999920e+02 3.883450404710162474e+01
1.319422499999999943e+00 6.666500000000019632e-03 1.978989912506000053e+02 3.914750008328284281e+01
1.332823499999999939e+00 6.734499999999976616e-03 1.510308958889000053e+02 4.251794681010058241e+01
1.346360499999999849e+00 6.802499999999933600e-03 1.135199138040999998e+02 4.615449669036689784e+01
1.360034999999999883e+00 6.872000000000100250e-03 1.024378645159000030e+02 4.738087399612260953e+01
1.373848500000000028e+00 6.941499999999933834e-03 1.852844209291999960e+02 4.196072122002140503e+01
1.387801999999999980e+00 7.012000000000018218e-03 5.585597048114965446e+01 4.346442180476936556e+01
1.401896999999999949e+00 7.082999999999950447e-03 4.487930918494382126e+01 3.875284213178129278e+01
1.416135499999999992e+00 7.155500000000092342e-03 1.046458186634999947e+02 4.974624984423430618e+01
1.430518500000000026e+00 7.227499999999942304e-03 1.807642336547999946e+02 4.900316840239695892e+01
1.445047499999999818e+00 7.301499999999960799e-03 1.476549833881999803e+02 4.531414298080420622e+01
1.459724500000000091e+00 7.375500000000090317e-03 1.264051057492000183e+02 4.410677920372926053e+01
1.474550499999999875e+00 7.450499999999915524e-03 1.426024223209000183e+02 4.500340761083825925e+01
1.489526999999999823e+00 7.526000000000032664e-03 1.985997403171000144e+02 8.193676412623530325e+01
1.504655500000000146e+00 7.602500000000067537e-03 2.313438185024000120e+02 5.422035035832894323e+01
1.519937500000000163e+00 7.679499999999950255e-03 8.984192435874417981e+01 4.848597346694181454e+01
1.535374500000000086e+00 7.757499999999972751e-03 2.060102512427000079e+02 4.690651755941328105e+01
1.550968499999999972e+00 7.836500000000024002e-03 2.786296463327000197e+02 4.850731546092644209e+01
1.566721000000000030e+00 7.916000000000034120e-03 1.979833160730000259e+02 4.857963574295858677e+01
1.582633500000000026e+00 7.996499999999961972e-03 2.687869985561999897e+02 5.090226248873449322e+01
1.598708000000000018e+00 8.078000000000029601e-03 3.932922813673999940e+02 5.007057516261482277e+01
1.614945500000000145e+00 8.159499999999986208e-03 3.613054642307999984e+02 5.298555701914546034e+01
1.631347499999999950e+00 8.242500000000041460e-03 3.069558172091000188e+02 5.022402611936667682e+01
1.647916500000000006e+00 8.326499999999903423e-03 3.655921794477000049e+02 5.450321567005122603e+01
1.664654000000000078e+00 8.411000000000057319e-03 3.749243133607000118e+02 5.368992580587151764e+01
1.681560999999999861e+00 8.495999999999948038e-03 4.279195816643999706e+02 5.629204112313324515e+01
1.698639999999999928e+00 8.583000000000007290e-03 4.320654312204000007e+02 5.901756947502052242e+01
1.715892499999999821e+00 8.669499999999996653e-03 3.422271018295999738e+02 5.801736208707423970e+01
1.733319999999999972e+00 8.758000000000043528e-03 4.060404161324000256e+02 5.923416741379804051e+01
1.750924499999999995e+00 8.846499999999979380e-03 3.415797170413999879e+02 5.697108127681389789e+01
1.768707999999999947e+00 8.936999999999972744e-03 3.539320805486999575e+02 6.163123054736877293e+01
